order_id,order_date,region,category,quantity,unit_price,discount
ORD-001154,2025-04-25,,Food,2,116012.0,0.1
ORD-001155,2025-02-18,Seoul,Home,8,162409.0,0
ORD-001156,2025-04-12,Seoul,Beauty,9,205615.0,0
ORD-001157,2025-02-25,Gwangju,Home,6,244413.0,0
ORD-001158,2025-04-02,Seoul,Food,4,297876.0,0
ORD-001159,2025-02-12,Daegu,Electronics,9,60821.0,0
ORD-001160,2025-02-19,Gwangju,Beauty,1,281169.0,0.15
ORD-001161,2025-04-29,Incheon,Electronics,4,175694.0,0
ORD-001162,2025-04-04,Seoul,Fashion,2,13540.0,0.1
ORD-001163,2025-02-22,Seoul,Beauty,6,191069.0,0.1
ORD-001164,2025-02-17,,Home,4,236509.0,0
ORD-001165,2025-04-07,Busan,Fashion,5,49369.0,0.05
ORD-001166,2025-02-19,Gwangju,Food,1,161674.0,0.05
ORD-001167,2025-02-10,Gwangju,Home,8,215785.0,0.1
ORD-001168,2025-04-26,Daegu,Electronics,10,165593.0,0.05
ORD-001169,2025-04-14,Incheon,Beauty,2,299404.0,0.15
ORD-001170,2025-04-18,Daegu,Fashion,2,256651.0,0
ORD-001171,2025-02-26,Busan,Electronics,10,117138.0,0
ORD-001172,2025-02-20,Busan,Electronics,6,225250.0,0.15
ORD-001173,2025-04-14,Seoul,Home,9,197304.0,0
ORD-001174,2025-04-18,Daegu,Food,10,259259.0,0.1
ORD-001175,2025-04-04,Seoul,Electronics,10,271924.0,0
ORD-001176,2025-03-10,Daegu,Food,1,271678.0,0.15
ORD-001177,2025-03-28,Seoul,Home,6,295129.0,0
ORD-001178,2025-01-11,Busan,Fashion,7,25151.0,0.05
ORD-001179,2025-01-14,Gwangju,Beauty,1,207435.0,0
ORD-001180,2025-02-13,Busan,Beauty,2,102905.0,0
ORD-001181,2025-03-14,Busan,Home,7,63387.0,0
ORD-001182,2025-03-26,Busan,Fashion,3,146665.0,0.05
ORD-001183,2025-04-01,Incheon,Electronics,8,145199.0,0.15
ORD-001184,2025-03-26,Daegu,Electronics,10,260786.0,0
ORD-001185,2025-03-23,Daegu,Food,4,135155.0,0
ORD-001186,2025-01-13,Busan,Electronics,1,7350.0,0.1
ORD-001187,2025-04-19,Incheon,Beauty,8,262126.0,0.1
ORD-001188,2025-03-10,Incheon,Food,3,228872.0,0.05
ORD-001189,2025-02-04,Gwangju,Electronics,3,265186.0,0.1
ORD-001190,2025-04-28,Gwangju,Fashion,8,153201.0,0.05
ORD-001191,2025-01-14,Daegu,Fashion,2,156293.0,0
ORD-001192,2025-04-26,Seoul,Home,10,182229.0,0
ORD-001193,2025-04-26,Gwangju,Home,9,121109.0,0
ORD-001194,2025-01-26,Gwangju,Home,9,203448.0,0
ORD-001195,2025-03-18,,Electronics,10,50058.0,0.1
ORD-001196,2025-04-08,Seoul,Fashion,9,129614.0,0
ORD-001197,2025-03-01,Incheon,Beauty,5,,0.15
ORD-001198,2025-01-09,Incheon,Beauty,5,71625.0,0.05
ORD-001199,2025-01-17,Busan,Beauty,1,90841.0,0.05
ORD-001200,2025-04-07,,Electronics,1,101397.0,0
ORD-001201,2025-04-10,,Fashion,5,192139.0,0.1
ORD-001202,2025-04-12,Busan,Food,1,262227.0,0.15
ORD-001203,2025-03-14,Daegu,Electronics,9,156957.0,0
ORD-001204,2025-04-17,Daegu,Fashion,6,109876.0,0
ORD-001205,2025-03-07,Daegu,Food,1,192543.0,0.05
ORD-001206,2025-01-18,Seoul,Home,9,186055.0,0
ORD-001207,2025-03-15,Seoul,Beauty,5,296135.0,0
ORD-001208,2025-01-24,Incheon,Electronics,5,,0.15
ORD-001209,2025-02-05,Incheon,Electronics,1855,5899.0,0.15
ORD-001210,2025-03-16,Busan,Electronics,7,139199.0,0
ORD-001211,2025-02-13,Seoul,Beauty,6,41940.0,0.05
ORD-001212,2025-04-23,Busan,Electronics,6,284351.0,0.15
ORD-001213,2025-04-01,Gwangju,Fashion,5,153101.0,0
ORD-001214,2025-02-27,Incheon,Fashion,8,18002.0,0.15
ORD-001215,2025-03-19,Daegu,Beauty,6,237950.0,0.05
ORD-001216,2025-01-27,Daegu,Fashion,9,161414.0,0.05
ORD-001217,2025-04-01,Incheon,Food,6,163320.0,0
ORD-001218,2025-01-07,Incheon,Home,3,166616.0,0.1
ORD-001219,2025-01-10,Busan,Food,8,9957.0,0.05
ORD-001220,2025-04-26,Gwangju,Food,7,182905.0,0
ORD-001221,2025-03-31,Seoul,Home,5,7577.0,0
ORD-001222,2025-03-22,,Beauty,8,58315.0,0
ORD-001223,2025-03-19,Busan,Fashion,6,103852.0,0.15
ORD-001224,2025-04-26,Incheon,Food,3,52756.0,0
ORD-001225,2025-03-13,Incheon,Fashion,4,94227.0,0
ORD-001226,2025-02-24,Gwangju,Food,9,220656.0,0.1
ORD-001227,2025-01-13,Busan,Fashion,9,26118.0,0.05
ORD-001228,2025-02-07,Busan,Electronics,7,299156.0,0.1
ORD-001229,2025-02-17,Busan,Food,858,63662.0,0
ORD-001230,2025-04-01,Busan,Electronics,2,198622.0,0
ORD-001231,2025-04-18,Busan,Food,4,76994.0,0.05
ORD-001232,2025-04-04,Busan,Home,2,215911.0,0
ORD-001233,2025-01-28,Daegu,Electronics,6,185698.0,0
ORD-001234,2025-04-11,Seoul,Fashion,2,285317.0,0
ORD-001235,2025-02-23,Busan,Fashion,4,150139.0,0.1
ORD-001236,2025-01-18,Busan,Food,4,258690.0,0
ORD-001237,2025-02-17,Gwangju,Home,2,148885.0,0
ORD-001238,2025-03-27,Gwangju,Electronics,9,143025.0,0.15
ORD-001239,2025-02-08,Daegu,Food,9,110317.0,0
ORD-001240,2025-03-03,Seoul,Beauty,3,37783.0,0.05
ORD-001241,2025-03-25,Busan,Fashion,7,296552.0,0
ORD-001242,2025-03-12,Busan,Fashion,10,104375.0,0.05
ORD-001243,2025-01-30,Seoul,Home,1,150326.0,0
ORD-001244,2025-04-09,Daegu,Food,1,285233.0,0.05
ORD-001245,2025-01-20,Incheon,Beauty,6,267436.0,0
ORD-001246,2025-01-09,Incheon,Electronics,7,87977.0,0.15
ORD-001247,2025-03-17,,Food,1,183068.0,0.05
ORD-001248,2025-03-07,Busan,Food,5,237655.0,0
ORD-001249,2025-04-28,Incheon,Food,8,8516.0,0
ORD-001250,2025-03-31,Seoul,Electronics,5,277350.0,0.05
ORD-001251,2025-01-25,Daegu,Food,4,111939.0,0
ORD-001252,2025-03-14,Seoul,Food,6,129531.0,0.15
ORD-001253,2025-01-17,Seoul,Beauty,5,53722.0,0.15
ORD-001254,2025-03-16,Incheon,Food,10,188741.0,0.05
ORD-001255,2025-03-19,Incheon,Electronics,2,250045.0,0
ORD-001256,2025-03-21,Gwangju,Home,6,79475.0,0.15
ORD-001257,2025-04-25,Busan,Electronics,7,105297.0,0.15
ORD-001258,2025-03-21,Seoul,Fashion,7,92204.0,0.05
ORD-001259,2025-03-03,Busan,Fashion,2,208913.0,0.05
ORD-001260,2025-03-07,Seoul,Beauty,3,96633.0,0.1
ORD-001261,2025-03-04,Gwangju,Home,5,89962.0,0
ORD-001262,2025-04-09,Seoul,Home,8,163337.0,0.1
ORD-001263,2025-01-11,Incheon,Electronics,4,179177.0,0
ORD-001264,2025-04-20,Daegu,Fashion,10,167108.0,0
ORD-001265,2025-04-28,Daegu,Electronics,1,142180.0,0
ORD-001266,2025-01-18,Gwangju,Beauty,8,17563.0,0.1
ORD-001267,2025-01-20,Gwangju,Fashion,10,282169.0,0
ORD-001268,2025-01-02,Seoul,Home,4,172920.0,0
ORD-001269,2025-01-26,Seoul,Home,4,58010.0,0
ORD-001270,2025-04-24,Gwangju,Beauty,2,79561.0,0.1
ORD-001271,2025-01-09,Busan,Food,4,251395.0,0.15
ORD-001272,2025-02-19,Busan,Home,1,174309.0,0.05
ORD-001273,2025-02-20,Incheon,Electronics,9,254097.0,0
ORD-001274,2025-05-01,Gwangju,Fashion,5,67634.0,0
ORD-001275,2025-01-04,Gwangju,Fashion,10,265614.0,0
ORD-001276,2025-01-10,Seoul,Food,1,194973.0,0
ORD-001277,2025-03-23,Gwangju,Beauty,6,244413.0,0.05
ORD-001278,2025-04-28,Incheon,Fashion,8,75249.0,0.05
ORD-001279,2025-04-17,Seoul,Food,9,266761.0,0
ORD-001280,2025-01-05,Daegu,Home,10,,0.15
ORD-001281,2025-02-15,Daegu,Home,3,242670.0,0
ORD-001282,2025-04-23,Busan,Home,2,32308.0,0
ORD-001283,2025-03-07,Seoul,Fashion,4,105155.0,0
ORD-001284,2025-02-04,Gwangju,Electronics,2,151826.0,0
ORD-001285,2025-03-27,Busan,Home,5,245238.0,0.1
ORD-001286,2025-02-27,Seoul,Beauty,6,233709.0,0
ORD-001287,2025-03-04,Incheon,Fashion,9,274508.0,0.15
ORD-001288,2025-03-13,Incheon,Beauty,7,187021.0,0.05
ORD-001289,2025-02-02,Incheon,Beauty,1,34899.0,0
ORD-001290,2025-04-12,Incheon,Food,10,38396.0,0.15
ORD-001291,2025-03-06,Daegu,Fashion,2,206442.0,0
ORD-001292,2025-04-25,Gwangju,Beauty,9,92764.0,0
ORD-001293,2025-03-31,Gwangju,Electronics,1,,0
ORD-001294,2025-01-20,Gwangju,Electronics,4,7523.0,0
ORD-001295,2025-02-11,Daegu,Electronics,6,279074.0,0
ORD-001296,2025-01-04,Incheon,Fashion,8,66354.0,0
ORD-001297,2025-02-13,Daegu,Food,7,64892.0,0.15
ORD-001298,2025-03-09,Daegu,Fashion,6,277279.0,0
ORD-001299,2025-03-07,Daegu,Fashion,5,65876.0,0
ORD-001300,2025-02-20,Daegu,Beauty,3,237393.0,0
ORD-001301,2025-04-23,Gwangju,Electronics,6,9457.0,0.1
ORD-001302,2025-04-01,Seoul,Beauty,3,-152231.0,0
ORD-001303,2025-01-31,Incheon,Electronics,7,31260.0,0.05
ORD-001304,2025-04-28,Gwangju,Fashion,4,220987.0,0.05
ORD-001305,2025-01-13,Daegu,Fashion,10,271902.0,0
ORD-001306,2025-03-12,Incheon,Food,8,99331.0,0.15
ORD-001307,2025-02-26,Gwangju,Home,10,145517.0,0
ORD-001308,2025-02-07,Daegu,Home,5,110283.0,0
ORD-001309,2025-02-05,Seoul,Beauty,8,126094.0,0.1
ORD-001310,2025-03-12,Gwangju,Electronics,9,251100.0,0.05
ORD-001311,2025-01-20,Busan,Electronics,10,167279.0,0
ORD-001312,2025-02-18,Daegu,Fashion,4,44783.0,0
ORD-001313,2025-03-26,Daegu,Electronics,9,,0
ORD-001314,2025-02-11,,Beauty,9,221216.0,0.1
ORD-001315,2025-01-24,,Food,3,134862.0,0.15
ORD-001316,2025-01-16,Daegu,Fashion,3,116447.0,0.05
ORD-001317,2025-03-23,Daegu,Home,8,5575.0,0
ORD-001318,2025-04-05,Incheon,Beauty,4,194780.0,0
ORD-001319,2025-04-14,Daegu,Beauty,8,121281.0,0
ORD-001320,2025-04-14,Gwangju,Food,7,293183.0,0.15
ORD-001321,2025-04-06,Seoul,Food,10,159897.0,0
ORD-001322,2025-04-01,Busan,Home,7,195386.0,0
ORD-001323,2025-01-17,Daegu,Beauty,8,26779.0,0.15
ORD-001324,2025-03-21,Busan,Fashion,2,237825.0,0.1
ORD-001325,2025-03-19,Incheon,Beauty,5,218082.0,0
ORD-001326,2025-04-30,Busan,Food,6,193271.0,0.05
ORD-001327,2025-04-04,,Home,6,51198.0,0.15
ORD-001328,2025-02-11,Daegu,Electronics,5,182800.0,0
ORD-001329,2025-02-01,Busan,Fashion,3,132048.0,0
ORD-001330,2025-04-29,Gwangju,Fashion,1,236904.0,0
ORD-001331,2025-04-13,Daegu,Beauty,1,58971.0,0
ORD-001332,2025-01-17,Gwangju,Home,5,213547.0,0.15
ORD-001333,2025-03-15,Incheon,Electronics,7,20901.0,0
ORD-001334,2025-01-23,,Electronics,6,139172.0,0.05
ORD-001335,2025-02-20,Seoul,Fashion,10,55120.0,0
ORD-001336,2025-04-25,Incheon,Electronics,4,192897.0,0
ORD-001337,2025-03-06,Incheon,Beauty,8,181106.0,0.15
ORD-001338,2025-03-13,Incheon,Beauty,3,36783.0,0.15
ORD-001339,2025-03-03,Incheon,Beauty,3,,0
ORD-001340,2025-04-10,Daegu,Electronics,5,132276.0,0.05
ORD-001341,2025-02-10,Busan,Fashion,10,117576.0,0
ORD-001342,2025-02-18,Daegu,Food,7,192737.0,0
ORD-001343,2025-04-20,Daegu,Fashion,9,229957.0,0.15
ORD-001344,2025-01-18,Busan,Home,9,294903.0,0.05
ORD-001345,2025-02-24,Busan,Fashion,7,262280.0,0
ORD-001346,2025-01-03,Gwangju,Beauty,6,239858.0,0.15
ORD-001347,2025-02-08,Incheon,Home,6,275859.0,0
ORD-001348,2025-01-30,Seoul,Fashion,9,237343.0,0.1
ORD-001349,2025-03-24,Incheon,Beauty,6,156745.0,0
ORD-001350,2025-03-18,Seoul,Home,10,183595.0,0.05
ORD-001351,2025-01-03,Incheon,Home,9,13084.0,0.05
ORD-001352,2025-02-02,Incheon,Food,4,296896.0,0
ORD-001353,2025-04-16,Seoul,Food,10,240275.0,0.05
ORD-001354,2025-04-11,Daegu,Beauty,6,56243.0,0.15
ORD-001355,2025-02-25,Incheon,Fashion,8,184551.0,0.1
ORD-001356,2025-03-18,Daegu,Beauty,9,118659.0,0.1
ORD-001357,2025-02-17,Daegu,Food,7,237195.0,0
ORD-001358,2025-01-26,Gwangju,Electronics,3,206688.0,0.1
ORD-001359,2025-01-28,Gwangju,Electronics,10,292362.0,0.1
ORD-001360,2025-02-23,Incheon,Electronics,5,191628.0,0
ORD-001361,2025-01-06,Incheon,Beauty,5,224872.0,0
ORD-001362,2025-04-04,Busan,Fashion,9,130577.0,0
ORD-001363,2025-01-28,Seoul,Fashion,9,78900.0,0
ORD-001364,2025-03-13,Busan,Electronics,5,87749.0,0.1
ORD-001365,2025-03-31,Seoul,Electronics,9,214953.0,0.15
ORD-001366,2025-01-15,Gwangju,Electronics,2,284579.0,0
ORD-001367,2025-03-19,Gwangju,Beauty,6,18255.0,0.05
ORD-001368,2025-04-18,Incheon,Home,3,14527.0,0.15
ORD-001369,2025-01-19,Incheon,Beauty,3,175006.0,0.1
ORD-001370,2025-01-11,Gwangju,Fashion,10,170805.0,0
ORD-001371,2025-03-16,Daegu,Food,9,90220.0,0.05
ORD-001372,2025-01-16,Gwangju,Fashion,4,81814.0,0.15
ORD-001373,2025-03-09,Daegu,Home,6,55339.0,0
ORD-001374,2025-02-17,Busan,Food,6,140938.0,0.05
ORD-001375,2025-04-01,Incheon,Fashion,7,229071.0,0.15
ORD-001376,2025-03-24,Incheon,Beauty,3,272904.0,0
ORD-001377,2025-04-23,Seoul,Food,6,33001.0,0.15
ORD-001378,2025-02-16,Busan,Home,3,228522.0,0.15
ORD-001379,2025-01-03,Busan,Food,1,7558.0,0.05
ORD-001380,2025-01-13,Seoul,Fashion,8,11070.0,0
ORD-001381,2025-01-27,Seoul,Home,6,56701.0,0.05
ORD-001382,2025-02-16,Daegu,Electronics,4,205063.0,0
ORD-001383,2025-01-18,Daegu,Food,9,182141.0,0.05
ORD-001384,2025-02-05,Gwangju,Beauty,7,233446.0,0
ORD-001385,2025-01-23,Gwangju,Beauty,5,123481.0,0.05
ORD-001386,2025-04-13,Daegu,Beauty,1,35212.0,0
ORD-001387,2025-01-25,Gwangju,Food,2,79527.0,0
ORD-001388,2025-03-28,Gwangju,Electronics,4,120005.0,0
ORD-001389,2025-01-02,Seoul,Home,1,63148.0,0
ORD-001390,2025-03-27,Seoul,Electronics,6,221504.0,0
ORD-001391,2025-04-21,Seoul,Electronics,3,210385.0,0.05
ORD-001392,2025-01-19,Daegu,Electronics,5,24959.0,0.1
ORD-001393,2025-01-13,Gwangju,Beauty,2,136957.0,0
ORD-001394,2025-04-08,Gwangju,Fashion,4,131046.0,0
ORD-001395,2025-02-22,Daegu,Home,8,197079.0,0
ORD-001396,2025-02-26,Daegu,Fashion,3,157720.0,0
ORD-001397,2025-02-27,Incheon,Beauty,2,224989.0,0
ORD-001398,2025-04-18,Busan,Beauty,1,,0.1
ORD-001399,2025-02-27,Incheon,Electronics,2,123866.0,0.1
ORD-001400,2025-01-15,Busan,Beauty,2,232004.0,0.05
ORD-001401,2025-04-19,Gwangju,Food,2,177232.0,0.05
ORD-001402,2025-02-23,Gwangju,Beauty,8,96426.0,0
ORD-001403,2025-01-17,Incheon,Home,9,207616.0,0
ORD-001404,2025-04-27,Seoul,Fashion,5,71804.0,0.15
ORD-001405,2025-04-06,Daegu,Electronics,8,124224.0,0
ORD-001406,2025-01-28,Busan,Beauty,7,83507.0,0.1
ORD-001407,2025-04-13,Gwangju,Electronics,6,,0
ORD-001408,2025-01-11,Gwangju,Electronics,8,229591.0,0
ORD-001409,2025-03-27,Daegu,Food,3,221956.0,0.05
ORD-001410,2025-04-25,Busan,Beauty,1,119948.0,0
ORD-001411,2025-03-12,Incheon,Electronics,2,249876.0,0
ORD-001412,2025-03-26,Busan,Fashion,9,159784.0,0.15
ORD-001413,2025-03-10,Gwangju,Electronics,10,292085.0,0.15
ORD-001414,2025-03-25,Daegu,Fashion,1,116927.0,0.1
ORD-001415,2025-01-04,Busan,Home,8,66438.0,0.05
ORD-001416,2025-03-06,Busan,Fashion,9,140640.0,0
ORD-001417,2025-03-05,Gwangju,Fashion,1,,0
ORD-001418,2025-03-20,Seoul,Fashion,2,182268.0,0.05
ORD-001419,2025-02-01,Incheon,Beauty,4,45259.0,0.15
ORD-001420,2025-01-13,Seoul,Beauty,2,259186.0,0.05
ORD-001421,2025-04-20,Seoul,Food,2,58027.0,0.05
ORD-001422,2025-04-29,Incheon,Fashion,1,113705.0,0
ORD-001423,2025-03-27,Seoul,Fashion,2,296420.0,0
ORD-001424,2025-01-31,Incheon,Beauty,8,269544.0,0
ORD-001425,2025-01-07,Daegu,Food,1,171660.0,0
ORD-001426,2025-04-21,Daegu,Food,8,288416.0,0
ORD-001427,2025-02-08,Gwangju,Home,4,165665.0,0.15
ORD-001428,2025-01-19,Gwangju,Home,3,125383.0,0.15
ORD-001429,2025-01-10,Seoul,Beauty,5,48589.0,0.1
ORD-001430,2025-03-29,Busan,Home,10,54415.0,0
ORD-001431,2025-01-19,,Electronics,1,275622.0,0.15
ORD-001432,2025-01-07,Incheon,Food,1635,109286.0,0.05
ORD-001433,2025-01-18,Gwangju,Home,10,218505.0,0
ORD-001434,2025-02-28,Busan,Home,6,232200.0,0
ORD-001435,2025-01-28,Incheon,Food,7,86798.0,0
ORD-001436,2025-01-04,Incheon,Home,6,253094.0,0
ORD-001437,2025-01-12,Incheon,Fashion,1,204507.0,0
ORD-001438,2025-01-01,Daegu,Food,1,49557.0,0.1
ORD-001439,2025-04-11,Busan,Food,5,209244.0,0.1
ORD-001440,2025-01-11,Seoul,Home,1,277919.0,0
ORD-001441,2025-01-04,Gwangju,Electronics,6,53644.0,0
ORD-001442,2025-03-12,Gwangju,Fashion,7,128313.0,0.15
ORD-001443,2025-01-29,Seoul,Beauty,3,225271.0,0
ORD-001444,2025-04-03,Busan,Electronics,1,133826.0,0
ORD-001445,2025-01-17,Busan,Fashion,9,117631.0,0
ORD-001446,2025-02-15,Seoul,Home,3,253948.0,0.05
ORD-001447,2025-04-30,Gwangju,Home,3,124109.0,0.05
ORD-001448,2025-01-06,Incheon,Beauty,2,170589.0,0
ORD-001449,2025-02-12,Seoul,Electronics,8,117319.0,0
ORD-001450,2025-04-02,Busan,Home,3,170050.0,0.05
ORD-001451,2025-02-13,Seoul,Beauty,3,279018.0,0.15
ORD-001452,2025-02-15,Gwangju,Electronics,4,210642.0,0
ORD-001453,2025-03-21,Gwangju,Beauty,9,14795.0,0
ORD-001454,2025-02-20,Incheon,Food,2,160207.0,0.1
ORD-001455,2025-02-03,Busan,Electronics,3,11458.0,0.1
ORD-001456,2025-01-08,Daegu,Beauty,7,230668.0,0
ORD-001457,2025-01-21,Gwangju,Food,3,223264.0,0.05
ORD-001458,2025-02-10,Daegu,Home,3,162637.0,0.15
ORD-001459,2025-04-27,Gwangju,Home,10,115742.0,0.15
ORD-001460,2025-01-17,Seoul,Fashion,10,45906.0,0.1
ORD-001461,2025-03-23,Busan,Food,1,-230145.0,0
ORD-001462,2025-02-13,Daegu,Beauty,8,277775.0,0
ORD-001463,2025-03-11,Busan,Fashion,5,183672.0,0
ORD-001464,2025-01-20,Incheon,Beauty,8,167916.0,0
ORD-001465,2025-02-25,Gwangju,Electronics,8,234900.0,0
ORD-001466,2025-03-27,Busan,Home,4,246682.0,0
ORD-001467,2025-04-07,Busan,Home,2,110708.0,0
ORD-001468,2025-05-01,,Food,5,281022.0,0.05
ORD-001469,2025-03-03,Incheon,Home,1,216626.0,0
ORD-001470,2025-01-11,Gwangju,Fashion,8,17714.0,0.1
ORD-001471,2025-01-25,,Home,8,241937.0,0.15
ORD-001472,2025-01-20,Daegu,Electronics,4,77310.0,0
ORD-001473,2025-02-17,Gwangju,Beauty,1,197523.0,0.15
ORD-001474,2025-03-05,Seoul,Home,5,170343.0,0
ORD-001475,2025-03-11,Busan,Food,6,279548.0,0
ORD-001476,2025-01-07,Incheon,Food,7,259157.0,0
ORD-001477,2025-02-16,Seoul,Food,1,175489.0,0.1
ORD-001478,2025-04-09,,Beauty,1,149199.0,0
ORD-001479,2025-01-16,Daegu,Beauty,3,293186.0,0
ORD-001480,2025-03-25,Daegu,Food,9,259778.0,0.05
ORD-001481,2025-04-20,Gwangju,Fashion,9,247658.0,0.1
ORD-001482,2025-04-25,Incheon,Beauty,7,224710.0,0
ORD-001483,2025-04-22,Busan,Beauty,5,231187.0,0
ORD-001484,2025-03-11,Incheon,Food,9,248916.0,0
ORD-001485,2025-04-19,Daegu,Fashion,3,22537.0,0
ORD-001486,2025-03-04,Busan,Home,8,183190.0,0
ORD-001487,2025-02-15,Gwangju,Food,6,6679.0,0.15
ORD-001488,2025-01-03,Incheon,Fashion,9,283924.0,0
ORD-001489,2025-03-27,Seoul,Food,2,298165.0,0.05
ORD-001490,2025-03-05,Busan,Fashion,8,183388.0,0.05
ORD-001491,2025-04-06,Gwangju,Beauty,2,43342.0,0.15
ORD-001492,2025-04-23,,Food,10,252330.0,0.15
ORD-001493,2025-01-21,Seoul,Food,3,207720.0,0
ORD-001494,2025-04-01,Seoul,Home,3,251075.0,0
ORD-001495,2025-03-28,Gwangju,Electronics,5,89148.0,0
ORD-001496,2025-03-31,,Home,9,15154.0,0
ORD-001497,2025-03-11,Gwangju,Electronics,4,186268.0,0
ORD-001498,2025-04-30,Seoul,Beauty,8,295519.0,0.05
ORD-001499,2025-02-01,Seoul,Fashion,7,55518.0,0
ORD-001500,2025-04-13,Daegu,Home,6,55352.0,0.05
ORD-001501,2025-02-19,Incheon,Fashion,4,,0
ORD-001502,2025-02-14,Busan,Food,1,292608.0,0
ORD-001503,2025-04-28,Seoul,Home,1,13746.0,0
ORD-001504,2025-03-24,Incheon,Beauty,2,238972.0,0
ORD-001505,2025-04-16,Incheon,Electronics,9,231839.0,0.05
ORD-001506,2025-03-03,Daegu,Electronics,8,201128.0,0
ORD-001507,2025-01-23,Incheon,Fashion,8,203959.0,0.1
ORD-001508,2025-01-12,Daegu,Fashion,5,232198.0,0.05
ORD-001509,2025-04-03,Daegu,Food,4,64317.0,0
ORD-001510,2025-03-14,Incheon,Home,9,206271.0,0.15
ORD-001511,2025-03-08,Daegu,Home,9,126039.0,0.05
ORD-001512,2025-04-14,,Fashion,8,59309.0,0
ORD-001513,2025-01-09,Gwangju,Food,5,162133.0,0.1
ORD-001514,2025-02-01,Busan,Home,4,22843.0,0
ORD-001515,2025-01-12,,Electronics,10,20041.0,0.15
ORD-001516,2025-03-30,Incheon,Food,5,248092.0,0.1
ORD-001517,2025-01-05,Gwangju,Food,6,14341.0,0
ORD-001518,2025-04-16,Incheon,Home,8,83288.0,0.15
ORD-001519,2025-02-26,Daegu,Electronics,10,199514.0,0
ORD-001520,2025-04-14,Gwangju,Home,3,32564.0,0
ORD-001521,2025-04-21,Daegu,Beauty,8,5449.0,0
ORD-001522,2025-01-13,Gwangju,Fashion,4,179593.0,0.05
ORD-001523,2025-02-18,Incheon,Fashion,9,34644.0,0.1
ORD-001524,2025-01-11,Incheon,Fashion,9,274300.0,0
ORD-001525,2025-03-22,Busan,Food,7,262814.0,0.05
ORD-001526,2025-01-03,Incheon,Electronics,2,76005.0,0
ORD-001527,2025-04-13,Daegu,Home,1,84953.0,0
ORD-001528,2025-03-08,Seoul,Fashion,9,174818.0,0.1
ORD-001529,2025-04-09,Gwangju,Home,8,,0.05
ORD-001530,2025-03-26,Gwangju,Fashion,7,201076.0,0.05
ORD-001531,2025-03-20,Busan,Fashion,5,149215.0,0
ORD-001532,2025-01-28,Incheon,Food,10,,0
ORD-001533,2025-03-14,Seoul,Beauty,7,53712.0,0
ORD-001534,2025-04-26,Seoul,Home,10,142647.0,0
ORD-001535,2025-01-25,Incheon,Food,5,113970.0,0
ORD-001536,2025-03-09,Daegu,Beauty,2,269619.0,0.15
ORD-001537,2025-03-11,Seoul,Beauty,8,297378.0,0.15
ORD-001538,2025-03-21,Gwangju,Beauty,10,293749.0,0.1
ORD-001539,2025-03-22,Gwangju,Food,4,,0
ORD-001540,2025-03-28,Daegu,Beauty,6,206582.0,0
ORD-001541,2025-02-24,Busan,Beauty,2,38903.0,0.05
ORD-001542,2025-03-17,Busan,Beauty,6,297296.0,0.1
ORD-001543,2025-01-30,Gwangju,Beauty,1,257784.0,0.15
ORD-001544,2025-04-05,Busan,Beauty,4,292465.0,0
ORD-001545,2025-04-27,,Electronics,4,273945.0,0.15
ORD-001546,2025-01-31,Gwangju,Food,10,125474.0,0.15
ORD-001547,2025-02-16,Seoul,Beauty,4,55997.0,0.05
ORD-001548,2025-03-25,Seoul,Electronics,5,187722.0,0.1
ORD-001549,2025-02-15,Busan,Fashion,6,121792.0,0.15
ORD-001550,2025-03-21,Busan,Home,3,138944.0,0
ORD-001551,2025-04-22,Busan,Electronics,3,44211.0,0.05
ORD-001552,2025-01-30,Busan,Electronics,5,124826.0,0.1
ORD-001553,2025-04-29,Gwangju,Beauty,4,39373.0,0.15
ORD-001554,2025-01-30,Daegu,Fashion,5,201529.0,0
ORD-001555,2025-04-04,Busan,Beauty,9,63445.0,0
ORD-001556,2025-04-13,Incheon,Food,10,165820.0,0.05
ORD-001557,2025-02-15,Busan,Fashion,10,283766.0,0.15
ORD-001558,2025-02-04,Seoul,Electronics,8,106656.0,0.15
ORD-001559,2025-01-12,Daegu,Fashion,8,125017.0,0.1
ORD-001560,2025-04-06,Daegu,Beauty,4,97362.0,0
ORD-001561,2025-02-25,Busan,Electronics,2,206687.0,0.05
ORD-001562,2025-02-20,Gwangju,Electronics,2,36577.0,0
ORD-001563,2025-03-13,Daegu,Electronics,10,46033.0,0
ORD-001564,2025-02-22,,Electronics,1,283074.0,0
ORD-001565,2025-05-01,Busan,Home,1,60145.0,0.15
ORD-001566,2025-01-23,Busan,Electronics,5,185918.0,0
ORD-001567,2025-03-02,Busan,Fashion,4,12044.0,0
ORD-001568,2025-02-13,Incheon,Beauty,8,282117.0,0
ORD-001569,2025-04-14,Gwangju,Food,3,282746.0,0
ORD-001570,2025-04-01,Gwangju,Home,6,192458.0,0.05
ORD-001571,2025-03-14,Daegu,Beauty,2,223467.0,0
ORD-001572,2025-02-09,Busan,Beauty,2,33938.0,0.15
ORD-001573,2025-04-16,Incheon,Home,587,223257.0,0.05
ORD-001574,2025-03-29,Gwangju,Electronics,7,108056.0,0.05
ORD-001575,2025-01-03,Incheon,Food,6,144108.0,0
ORD-001576,2025-02-01,Busan,Food,9,33746.0,0.05
ORD-001577,2025-03-27,Busan,Fashion,8,102397.0,0.1
