customer_id,gender,senior,tenure_months,monthly_charges,total_charges,contract,payment_method,num_services,churn
CUST-01123,Female,0,43,82.99,3890.49,Month-to-month,Electronic check,2,1
CUST-01124,Male,0,3,102.76,322.5,One year,Electronic check,1,0
CUST-01125,Female,0,30,63.71,1822.29,Two year,Bank transfer,1,1
CUST-01126,Male,0,46,38.37,1606.94,Two year,Credit card,5,1
CUST-01127,Female,0,32,79.71,2386.41,Month-to-month,Bank transfer,2,0
CUST-01128,Male,0,3,102.01,281.22,One year,Credit card,5,0
CUST-01129,Male,0,39,19.84,762.11,Month-to-month,Bank transfer,3,0
CUST-01130,Female,0,40,115.32,4652.24,One year,Mailed check,6,0
CUST-01131,Male,0,2,104.36,197.71,Month-to-month,Bank transfer,2,0
CUST-01132,Male,0,3,53.36,172.32,Month-to-month,Electronic check,4,0
CUST-01133,Male,0,72,58.24,4296.25,One year,Credit card,6,0
CUST-01134,Female,0,33,70.67,2179.48,Two year,Credit card,4,0
CUST-01135,Male,0,31,37.18,1118.91,Two year,Bank transfer,3,1
CUST-01136,Male,1,70,69.02,5057.02,One year,Credit card,5,0
CUST-01137,Male,1,35,43.68,1482.89,One year,Electronic check,6,0
CUST-01138,Female,0,23,30.88,682.79,Two year,Bank transfer,4,0
CUST-01139,Male,0,70,102.5,7431.79,Two year,Bank transfer,2,0
CUST-01140,Male,0,69,81.16,5535.57,Two year,Credit card,1,0
CUST-01141,Female,0,53,47.83,2485.89,Two year,Bank transfer,8,0
CUST-01142,Male,0,1,65.53,67.47,Month-to-month,Bank transfer,3,1
CUST-01143,Male,0,18,102.18,,Two year,Credit card,3,0
CUST-01144,Male,0,1,98.13,107.9,Two year,Electronic check,8,1
CUST-01145,Female,0,51,58.44,2949.0,Two year,Electronic check,7,0
CUST-01146,Female,0,27,84.11,2118.88,Two year,Mailed check,4,1
CUST-01147,Male,0,10,47.24,470.33,Month-to-month,Electronic check,4,1
CUST-01148,Female,0,72,76.29,5848.83,Month-to-month,Mailed check,6,0
CUST-01149,Male,1,14,63.51,967.49,Two year,Mailed check,3,0
CUST-01150,Male,0,19,118.63,2379.74,One year,Mailed check,5,0
CUST-01151,Male,0,35,67.68,2345.54,One year,Mailed check,6,0
CUST-01152,Female,0,27,30.08,792.77,Month-to-month,Mailed check,5,1
CUST-01153,Female,0,26,118.9,2897.22,Two year,Credit card,8,0
CUST-01154,Male,0,69,20.62,1371.75,Two year,Electronic check,8,0
CUST-01155,Male,0,56,76.49,3910.78,Two year,Bank transfer,6,0
CUST-01156,Female,0,28,116.68,2945.47,One year,Bank transfer,8,0
CUST-01157,Male,0,60,114.51,6798.4,Month-to-month,Mailed check,4,0
CUST-01158,Female,0,60,31.55,1773.81,Two year,Credit card,1,0
CUST-01159,Male,0,5,111.7,613.06,One year,Mailed check,4,1
CUST-01160,Male,0,28,39.68,1182.55,Two year,Bank transfer,5,0
CUST-01161,Male,0,19,83.81,1511.29,One year,Mailed check,4,0
CUST-01162,Male,0,38,18.85,701.81,Month-to-month,Mailed check,6,0
CUST-01163,Male,0,39,43.72,1577.92,One year,Credit card,3,0
CUST-01164,Female,0,37,90.27,3246.78,Two year,Bank transfer,1,0
CUST-01165,Male,0,42,25.0,1117.78,Month-to-month,Mailed check,3,0
CUST-01166,Male,0,9,46.31,381.75,Two year,Credit card,1,0
CUST-01167,Female,0,52,94.38,4495.93,One year,Bank transfer,1,1
CUST-01168,Male,0,1,106.84,102.14,Month-to-month,Credit card,2,1
CUST-01169,Female,0,38,45.15,1792.69,Month-to-month,Electronic check,6,1
CUST-01170,Female,1,69,72.43,5064.29,Two year,Bank transfer,5,0
CUST-01171,Female,0,29,110.52,3409.92,Month-to-month,Mailed check,2,1
CUST-01172,Female,0,29,113.76,3032.26,Two year,Credit card,2,0
CUST-01173,Male,0,50,102.59,5501.55,Month-to-month,Credit card,7,0
CUST-01174,Male,0,51,104.68,4819.94,Two year,Bank transfer,7,0
CUST-01175,Female,0,3,56.63,181.95,One year,Credit card,8,0
CUST-01176,Male,0,7,79.57,599.55,One year,Credit card,3,0
CUST-01177,Female,0,36,102.22,3792.62,One year,Mailed check,4,1
CUST-01178,Female,0,13,52.8,664.7,Month-to-month,Credit card,2,0
CUST-01179,Male,0,46,109.63,5340.03,Month-to-month,Electronic check,1,0
CUST-01180,Male,0,57,89.47,4690.15,Two year,Credit card,5,0
CUST-01181,Female,0,41,53.22,2288.89,One year,Mailed check,2,0
CUST-01182,Female,0,72,109.71,7456.33,Two year,Bank transfer,1,1
CUST-01183,Female,0,58,113.55,6002.36,Month-to-month,Electronic check,2,1
CUST-01184,Female,0,69,20.15,1517.77,Month-to-month,Bank transfer,4,1
CUST-01185,Female,0,27,31.11,901.69,One year,Mailed check,6,0
CUST-01186,Male,0,63,92.93,6315.53,One year,Electronic check,4,1
CUST-01187,Male,0,72,26.8,2022.62,Month-to-month,Mailed check,3,0
CUST-01188,Male,1,13,58.04,741.86,Month-to-month,Mailed check,8,1
CUST-01189,Male,0,4,51.84,202.2,Two year,Credit card,5,1
CUST-01190,Male,0,56,21.41,1318.71,Month-to-month,Electronic check,3,1
CUST-01191,Female,0,53,38.43,2239.06,Two year,Bank transfer,8,0
CUST-01192,Female,0,41,97.09,3936.54,One year,Electronic check,2,0
CUST-01193,Female,0,15,33.13,471.1,Two year,Electronic check,3,0
CUST-01194,Female,0,8,113.31,835.14,Two year,Mailed check,5,0
CUST-01195,Female,0,58,26.81,1680.59,Month-to-month,Bank transfer,1,1
CUST-01196,Female,0,71,30.54,2278.43,Month-to-month,Mailed check,2,0
CUST-01197,Female,0,53,73.74,3557.42,One year,Bank transfer,1,0
CUST-01198,Female,0,10,81.78,769.42,One year,Mailed check,2,1
CUST-01199,Female,0,31,104.63,3520.08,Month-to-month,Bank transfer,3,0
CUST-01200,Female,1,66,110.79,6822.07,Two year,Credit card,8,0
CUST-01201,Male,0,17,103.4,1869.86,One year,Credit card,6,1
CUST-01202,Female,0,65,78.98,5486.45,Month-to-month,Mailed check,6,0
CUST-01203,Male,1,10,39.12,428.33,One year,Credit card,5,0
CUST-01204,Male,1,63,39.1,2437.98,One year,Credit card,5,0
CUST-01205,Male,0,46,95.15,4334.06,Two year,Credit card,5,0
CUST-01206,Female,0,37,43.77,1622.58,One year,Mailed check,8,0
CUST-01207,Female,0,51,64.96,3581.64,One year,Electronic check,3,0
CUST-01208,Female,1,3,19.8,57.34,Month-to-month,Credit card,5,1
CUST-01209,Female,0,54,60.38,3453.69,Two year,Mailed check,4,0
CUST-01210,Male,0,69,103.46,7850.07,Two year,Mailed check,5,0
CUST-01211,Female,0,72,114.0,7418.91,Two year,Bank transfer,5,0
CUST-01212,Male,0,14,75.32,1132.62,Two year,Mailed check,5,0
CUST-01213,Male,0,64,105.77,7216.56,Two year,Mailed check,5,0
CUST-01214,Male,0,19,20.02,379.61,Month-to-month,Credit card,3,0
CUST-01215,Male,0,54,115.28,6346.36,Two year,Bank transfer,1,0
CUST-01216,Female,0,71,118.03,9136.29,One year,Bank transfer,2,0
CUST-01217,Male,1,33,49.5,1592.01,One year,Mailed check,1,0
CUST-01218,Male,1,35,33.9,1269.43,Two year,Electronic check,7,0
CUST-01219,Female,1,38,55.53,2200.14,One year,Mailed check,5,0
CUST-01220,Male,1,38,93.04,3815.66,One year,Credit card,2,0
CUST-01221,Female,0,10,41.32,433.51,Month-to-month,Credit card,5,0
CUST-01222,Female,1,57,52.06,2760.28,One year,Electronic check,6,0
CUST-01223,Female,1,17,72.39,1184.24,Month-to-month,Mailed check,2,0
CUST-01224,Female,0,9,29.59,282.75,Month-to-month,Credit card,2,1
CUST-01225,Female,1,45,35.25,1697.64,One year,Electronic check,1,1
CUST-01226,Male,0,60,118.56,6654.33,Two year,Electronic check,6,0
CUST-01227,Male,0,61,70.56,4065.82,Two year,Bank transfer,2,0
CUST-01228,Male,0,66,23.11,1557.67,Two year,Electronic check,3,0
CUST-01229,Male,0,37,80.06,2940.36,Month-to-month,Electronic check,2,0
CUST-01230,Male,0,36,118.85,4009.02,Two year,Electronic check,7,0
CUST-01231,Male,1,59,59.46,3805.81,Two year,Credit card,7,0
CUST-01232,Female,0,49,25.61,1159.61,Month-to-month,Mailed check,7,0
CUST-01233,Female,0,64,101.83,6680.03,Two year,Bank transfer,3,0
CUST-01234,Male,1,50,44.05,2352.99,One year,Electronic check,1,0
CUST-01235,Male,0,69,20.53,1381.76,Two year,Credit card,2,0
CUST-01236,Male,1,6,71.52,402.18,Two year,Mailed check,2,1
CUST-01237,Female,1,4,72.17,,One year,Bank transfer,6,0
CUST-01238,Male,1,44,92.05,3821.25,Month-to-month,Credit card,4,0
CUST-01239,Male,0,61,92.33,5468.33,Two year,Electronic check,4,0
CUST-01240,Male,1,23,33.29,693.96,One year,Mailed check,8,1
CUST-01241,Female,1,37,107.33,4158.45,Month-to-month,Credit card,4,0
CUST-01242,Female,1,70,85.1,5655.73,Month-to-month,Electronic check,4,0
CUST-01243,Female,1,29,32.33,,One year,Credit card,7,0
CUST-01244,Male,1,21,88.56,1812.54,Month-to-month,Electronic check,4,0
CUST-01245,Female,0,29,79.87,2112.31,Two year,Bank transfer,3,0
CUST-01246,Female,1,6,78.53,476.63,One year,Credit card,2,0
CUST-01247,Female,0,60,20.91,1322.24,One year,Bank transfer,4,0
CUST-01248,Female,0,32,59.09,2020.72,Month-to-month,Credit card,3,0
CUST-01249,Female,0,7,77.9,518.2,Two year,Mailed check,6,0
CUST-01250,Male,0,65,112.33,7322.46,Two year,Credit card,1,1
CUST-01251,Male,1,50,41.25,1862.11,Month-to-month,Mailed check,3,0
CUST-01252,Female,0,65,95.84,6370.62,One year,Mailed check,6,0
CUST-01253,Female,0,54,84.61,4875.36,Month-to-month,Electronic check,2,1
CUST-01254,Male,0,11,62.37,741.17,One year,Electronic check,5,0
CUST-01255,Female,0,26,35.85,988.9,Two year,Credit card,1,0
CUST-01256,Male,1,27,56.89,1453.56,One year,Bank transfer,6,0
CUST-01257,Female,0,48,41.12,1835.23,One year,Mailed check,4,0
CUST-01258,Female,0,52,94.53,4727.38,Month-to-month,Mailed check,1,0
CUST-01259,Female,1,34,86.99,3023.58,One year,Bank transfer,6,0
CUST-01260,Male,0,10,55.82,510.88,Month-to-month,Bank transfer,7,0
CUST-01261,Female,0,20,53.9,1082.14,Two year,Mailed check,6,1
CUST-01262,Female,1,58,33.42,1785.98,Month-to-month,Electronic check,5,1
CUST-01263,Male,0,64,100.85,6238.95,Month-to-month,Bank transfer,1,1
CUST-01264,Female,1,37,47.56,1605.36,Two year,Electronic check,1,0
CUST-01265,Male,0,56,76.3,4451.94,Two year,Mailed check,5,0
CUST-01266,Female,0,63,57.57,3809.1,Two year,Electronic check,2,0
CUST-01267,Female,0,22,35.03,728.32,Two year,Bank transfer,7,0
CUST-01268,Female,1,16,40.56,585.25,One year,Bank transfer,4,0
CUST-01269,Male,0,1,75.04,76.1,Month-to-month,Credit card,6,1
CUST-01270,Male,0,19,27.7,542.07,Two year,Credit card,1,0
CUST-01271,Female,0,53,49.01,2745.4,One year,Credit card,3,0
CUST-01272,Female,0,42,109.18,4911.3,Two year,Mailed check,7,0
CUST-01273,Male,0,69,112.27,6977.8,Month-to-month,Mailed check,3,0
CUST-01274,Male,0,30,24.88,750.64,Month-to-month,Mailed check,3,0
CUST-01275,Male,0,41,91.78,3529.75,Month-to-month,Electronic check,1,1
CUST-01276,Female,0,65,58.01,3694.85,Two year,Mailed check,2,0
CUST-01277,Male,0,60,86.77,4815.89,Month-to-month,Mailed check,7,1
CUST-01278,Female,0,4,24.2,106.38,One year,Bank transfer,5,0
CUST-01279,Female,0,16,56.62,868.46,Two year,Credit card,7,0
CUST-01280,Female,0,12,95.72,1038.38,One year,Credit card,7,1
CUST-01281,Female,0,52,31.85,1579.52,Two year,Mailed check,8,1
CUST-01282,Male,0,64,75.95,5108.16,Month-to-month,Electronic check,8,0
CUST-01283,Female,0,25,95.14,2526.74,Month-to-month,Bank transfer,1,1
CUST-01284,Female,0,0,111.31,0.0,Two year,Electronic check,3,1
CUST-01285,Female,0,29,85.41,2710.72,Month-to-month,Electronic check,7,0
CUST-01286,Female,0,49,105.97,5540.66,Month-to-month,Credit card,3,1
CUST-01287,Male,0,29,72.1,1965.53,One year,Bank transfer,7,0
CUST-01288,Female,1,52,93.37,4377.93,Two year,Electronic check,7,0
CUST-01289,Female,0,43,37.7,1617.54,One year,Mailed check,7,0
CUST-01290,Female,0,22,61.37,,Month-to-month,Electronic check,4,0
CUST-01291,Male,0,47,107.41,5013.95,Month-to-month,Bank transfer,4,1
CUST-01292,Male,0,26,63.24,1493.33,Month-to-month,Mailed check,4,0
CUST-01293,Female,1,42,77.58,3234.72,One year,Bank transfer,6,0
CUST-01294,Male,0,9,90.94,838.04,Month-to-month,Electronic check,4,0
CUST-01295,Female,0,28,68.6,2092.65,One year,Mailed check,2,0
CUST-01296,Male,1,37,83.95,3134.9,Two year,Mailed check,5,0
CUST-01297,Male,0,61,48.75,2724.6,One year,Credit card,3,0
CUST-01298,Male,0,26,116.62,3224.38,Two year,Electronic check,3,0
CUST-01299,Male,0,36,24.18,864.93,One year,Electronic check,5,0
CUST-01300,Male,0,1,62.36,64.72,Month-to-month,Bank transfer,1,0
CUST-01301,Female,0,54,108.08,6051.01,Two year,Bank transfer,4,0
CUST-01302,Female,1,11,69.03,818.63,Month-to-month,Bank transfer,5,0
CUST-01303,Female,0,12,21.59,270.29,Month-to-month,Mailed check,4,0
CUST-01304,Male,0,12,95.97,1246.86,One year,Bank transfer,6,1
CUST-01305,Male,0,70,113.0,8047.39,One year,Mailed check,8,0
CUST-01306,Female,0,13,66.48,883.29,Two year,Electronic check,5,0
CUST-01307,Female,0,0,36.49,0.0,One year,Mailed check,7,1
CUST-01308,Male,0,68,51.3,3802.33,Month-to-month,Mailed check,7,0
CUST-01309,Female,0,67,90.03,6262.11,One year,Bank transfer,7,0
CUST-01310,Male,0,13,44.64,592.91,One year,Electronic check,1,0
CUST-01311,Male,1,1,51.77,55.94,One year,Bank transfer,5,1
CUST-01312,Female,0,5,22.68,105.41,Two year,Bank transfer,4,0
CUST-01313,Female,1,1,18.48,19.06,Month-to-month,Credit card,2,1
CUST-01314,Female,1,54,47.94,2465.91,Month-to-month,Credit card,4,1
CUST-01315,Female,0,57,116.32,6068.25,One year,Electronic check,2,0
CUST-01316,Male,0,7,70.47,538.16,Two year,Mailed check,8,0
CUST-01317,Male,0,32,31.91,1085.45,One year,Bank transfer,4,0
CUST-01318,Male,0,18,88.52,1601.47,One year,Credit card,6,0
CUST-01319,Female,1,25,69.5,1771.5,Month-to-month,Bank transfer,6,0
CUST-01320,Female,0,72,116.37,8335.4,One year,Bank transfer,6,0
CUST-01321,Female,0,54,64.3,3709.06,Month-to-month,Credit card,7,0
CUST-01322,Male,0,71,80.76,5654.01,One year,Mailed check,6,1
CUST-01323,Male,0,54,58.2,3276.46,One year,Electronic check,4,0
CUST-01324,Male,0,56,83.41,4817.86,Two year,Credit card,1,0
CUST-01325,Male,0,65,93.94,6215.18,Two year,Credit card,5,0
CUST-01326,Female,0,26,104.03,2698.56,Two year,Bank transfer,3,0
CUST-01327,Male,0,70,83.92,6164.0,One year,Credit card,6,0
CUST-01328,Female,0,25,76.09,1895.36,One year,Credit card,8,0
CUST-01329,Female,0,58,55.38,3054.04,Two year,Electronic check,5,0
CUST-01330,Male,0,7,89.23,655.06,Two year,Electronic check,1,0
CUST-01331,Male,0,66,96.31,6024.3,One year,Mailed check,4,0
CUST-01332,Male,1,43,57.36,2314.62,Two year,Credit card,4,0
CUST-01333,Female,1,70,83.48,6071.8,Two year,Bank transfer,2,0
CUST-01334,Female,0,62,41.21,2497.03,Month-to-month,Electronic check,7,0
CUST-01335,Male,1,38,72.7,2614.75,Two year,Credit card,2,0
CUST-01336,Male,1,8,72.46,608.88,One year,Electronic check,3,0
CUST-01337,Female,0,32,113.22,3839.57,Month-to-month,Credit card,8,0
CUST-01338,Female,0,35,54.95,1984.04,One year,Electronic check,7,0
CUST-01339,Male,0,40,51.36,2169.71,One year,Mailed check,6,0
CUST-01340,Male,0,1,66.47,64.97,One year,Mailed check,6,0
CUST-01341,Female,1,6,34.15,193.04,One year,Mailed check,4,0
CUST-01342,Female,0,69,63.2,4693.16,One year,Credit card,8,0
CUST-01343,Female,0,37,49.99,1989.7,Month-to-month,Bank transfer,4,0
CUST-01344,Male,0,51,105.18,5398.33,Two year,Electronic check,3,0
CUST-01345,Male,0,5,25.36,129.96,Month-to-month,Credit card,8,0
CUST-01346,Male,1,16,93.7,1544.47,Two year,Bank transfer,4,0
CUST-01347,Female,0,3,82.99,267.15,Month-to-month,Mailed check,1,1
CUST-01348,Male,0,5,76.18,368.18,One year,Electronic check,7,1
CUST-01349,Male,0,37,113.17,4558.82,Month-to-month,Bank transfer,8,0
CUST-01350,Male,1,49,56.13,,Two year,Credit card,4,0
CUST-01351,Female,0,29,47.77,1252.67,Two year,Credit card,2,0
CUST-01352,Female,0,44,59.11,2671.42,Two year,Mailed check,2,0
CUST-01353,Male,0,28,118.16,3577.52,Month-to-month,Mailed check,4,1
CUST-01354,Female,0,18,118.3,2319.86,Month-to-month,Bank transfer,4,0
CUST-01355,Female,0,5,79.89,404.9,Two year,Credit card,2,1
CUST-01356,Male,0,16,73.28,1057.36,Two year,Credit card,2,0
CUST-01357,Female,0,48,117.33,6050.8,Month-to-month,Electronic check,8,0
CUST-01358,Female,0,56,86.6,4902.93,Month-to-month,Mailed check,8,0
CUST-01359,Female,0,29,110.64,3148.24,Two year,Electronic check,3,0
CUST-01360,Male,1,39,40.28,1703.81,Month-to-month,Credit card,2,1
CUST-01361,Male,0,37,43.34,1740.81,Month-to-month,Bank transfer,3,1
CUST-01362,Female,1,31,101.25,2884.99,Month-to-month,Electronic check,2,0
CUST-01363,Male,0,2,78.36,152.5,Two year,Electronic check,7,1
CUST-01364,Female,1,25,31.66,866.95,One year,Electronic check,5,1
CUST-01365,Female,0,65,107.4,7450.22,One year,Mailed check,2,0
CUST-01366,Female,0,56,46.73,2742.53,Two year,Bank transfer,5,0
CUST-01367,Male,0,1,35.1,38.44,Month-to-month,Credit card,6,1
CUST-01368,Male,0,55,37.0,2155.75,Month-to-month,Electronic check,6,0
CUST-01369,Male,0,71,18.14,1343.5,Month-to-month,Bank transfer,3,0
CUST-01370,Female,0,1,71.28,66.8,Month-to-month,Electronic check,7,1
CUST-01371,Male,0,37,108.52,4352.36,Month-to-month,Bank transfer,3,1
CUST-01372,Male,1,48,79.52,3492.89,Two year,Bank transfer,6,0
CUST-01373,Male,0,24,104.11,2265.21,One year,Mailed check,8,0
CUST-01374,Male,0,20,105.47,,Month-to-month,Credit card,4,0
CUST-01375,Male,0,46,47.58,2243.34,Month-to-month,Bank transfer,2,1
CUST-01376,Female,0,67,55.4,3775.42,Month-to-month,Bank transfer,7,0
CUST-01377,Female,1,11,42.54,458.22,Two year,Credit card,1,0
CUST-01378,Female,0,20,92.05,1919.83,One year,Mailed check,2,1
CUST-01379,Female,1,12,26.0,342.65,Month-to-month,Bank transfer,3,0
CUST-01380,Male,0,42,69.83,2647.22,Month-to-month,Mailed check,7,0
CUST-01381,Male,0,4,65.14,271.77,Two year,Mailed check,2,0
CUST-01382,Female,0,29,22.3,622.18,One year,Electronic check,8,0
CUST-01383,Male,0,18,21.82,362.47,Month-to-month,Bank transfer,2,0
CUST-01384,Male,0,13,51.07,730.21,Two year,Mailed check,8,0
CUST-01385,Female,0,70,56.79,4347.75,Month-to-month,Credit card,8,1
CUST-01386,Male,0,9,63.25,542.85,Two year,Mailed check,2,1
CUST-01387,Male,1,39,25.19,1023.61,One year,Electronic check,3,0
CUST-01388,Female,0,23,82.65,2014.03,One year,Credit card,4,0
CUST-01389,Female,0,29,76.54,2193.2,Two year,Credit card,4,0
CUST-01390,Male,0,65,96.44,5829.42,Month-to-month,Mailed check,7,0
CUST-01391,Female,1,40,55.63,2217.61,Two year,Electronic check,2,0
CUST-01392,Male,0,44,29.73,1230.8,Two year,Bank transfer,6,0
CUST-01393,Male,0,4,72.71,295.22,Two year,Credit card,4,1
CUST-01394,Male,0,65,112.61,8012.7,One year,Mailed check,4,0
CUST-01395,Male,0,2,30.46,59.26,Month-to-month,Credit card,5,1
CUST-01396,Male,1,42,23.5,914.0,Two year,Electronic check,8,0
CUST-01397,Male,0,48,36.96,,Month-to-month,Bank transfer,5,0
CUST-01398,Male,0,13,68.61,839.44,Two year,Electronic check,2,0
CUST-01399,Male,1,63,81.92,4729.45,Month-to-month,Mailed check,1,1
CUST-01400,Male,0,1,57.43,51.86,Month-to-month,Credit card,1,1
CUST-01401,Female,0,10,108.88,1164.79,Month-to-month,Bank transfer,2,0
CUST-01402,Male,0,1,91.72,85.69,One year,Electronic check,4,0
CUST-01403,Female,0,22,113.22,,One year,Bank transfer,5,0
CUST-01404,Male,0,12,78.31,1028.48,One year,Electronic check,8,0
CUST-01405,Female,0,62,67.44,4230.68,One year,Bank transfer,2,0
CUST-01406,Female,1,38,62.88,2345.17,Two year,Credit card,3,0
CUST-01407,Female,0,34,62.64,2041.29,Two year,Bank transfer,4,0
CUST-01408,Female,0,31,91.26,2625.08,Month-to-month,Bank transfer,4,0
CUST-01409,Female,1,44,46.63,2073.3,Month-to-month,Credit card,7,1
CUST-01410,Female,1,53,24.68,1319.81,Two year,Bank transfer,7,0
CUST-01411,Male,0,14,88.56,1167.39,Month-to-month,Electronic check,6,1
CUST-01412,Female,0,72,67.53,4450.38,Two year,Credit card,1,0
CUST-01413,Male,0,31,38.34,1161.35,Two year,Bank transfer,6,0
CUST-01414,Female,0,58,69.1,4214.41,One year,Bank transfer,4,0
CUST-01415,Female,0,52,78.06,4208.91,Month-to-month,Credit card,2,1
CUST-01416,Male,0,26,66.34,1705.12,Two year,Mailed check,6,0
CUST-01417,Female,0,59,76.2,4130.4,One year,Bank transfer,6,0
CUST-01418,Male,0,22,29.13,633.84,Two year,Mailed check,1,0
CUST-01419,Female,1,29,63.83,1681.41,Two year,Electronic check,3,0
CUST-01420,Male,0,27,98.79,2747.12,Two year,Mailed check,5,0
CUST-01421,Male,0,30,73.27,,Two year,Credit card,4,0
CUST-01422,Male,1,55,63.66,3372.81,Two year,Electronic check,2,0
CUST-01423,Male,1,63,29.7,1789.34,Month-to-month,Credit card,5,1
CUST-01424,Female,1,56,79.56,4151.02,Two year,Credit card,7,1
CUST-01425,Male,0,50,80.73,4307.51,Two year,Credit card,4,0
CUST-01426,Female,0,34,57.97,2003.44,Month-to-month,Bank transfer,4,1
CUST-01427,Male,0,22,52.52,1164.94,Month-to-month,Bank transfer,4,0
CUST-01428,Male,0,16,19.81,320.4,Two year,Mailed check,2,0
CUST-01429,Female,0,4,19.29,75.94,Month-to-month,Credit card,3,1
CUST-01430,Female,0,16,80.29,1218.98,Two year,Electronic check,7,0
CUST-01431,Male,0,30,35.59,1045.84,One year,Mailed check,6,0
CUST-01432,Female,1,10,32.14,330.24,Month-to-month,Bank transfer,2,1
CUST-01433,Female,0,46,110.77,4888.11,Month-to-month,Mailed check,2,1
CUST-01434,Male,1,40,87.54,3351.93,Two year,Mailed check,7,0
CUST-01435,Female,0,35,29.54,1046.0,Month-to-month,Bank transfer,7,0
CUST-01436,Female,0,31,60.18,1984.54,Month-to-month,Bank transfer,1,1
CUST-01437,Female,1,11,65.46,763.74,One year,Electronic check,8,0
CUST-01438,Male,0,59,35.85,2159.89,Two year,Bank transfer,5,0
CUST-01439,Female,0,6,86.57,488.6,Two year,Electronic check,1,0
CUST-01440,Male,0,58,33.54,1806.38,One year,Credit card,2,1
CUST-01441,Male,1,68,63.63,4271.41,Two year,Mailed check,5,0
CUST-01442,Female,0,18,90.3,1773.0,Month-to-month,Bank transfer,4,1
CUST-01443,Female,0,23,64.52,1476.66,One year,Mailed check,3,0
CUST-01444,Female,0,6,71.27,455.11,One year,Bank transfer,1,0
CUST-01445,Female,0,41,39.85,1615.39,Month-to-month,Bank transfer,1,0
CUST-01446,Male,0,57,55.02,2992.51,One year,Credit card,5,0
CUST-01447,Female,0,4,57.63,225.8,Two year,Credit card,7,0
CUST-01448,Female,1,21,116.14,2218.62,Two year,Credit card,7,0
CUST-01449,Male,0,55,46.36,2788.7,One year,Electronic check,6,0
CUST-01450,Female,0,34,69.81,2604.82,One year,Electronic check,1,0
CUST-01451,Male,0,67,74.4,5469.33,Month-to-month,Mailed check,3,0
CUST-01452,Female,0,57,111.97,5755.1,Two year,Bank transfer,8,0
CUST-01453,Female,0,3,52.74,146.42,Month-to-month,Electronic check,2,0
CUST-01454,Female,0,28,99.88,2910.73,Month-to-month,Bank transfer,1,0
CUST-01455,Female,0,1,99.28,97.46,Month-to-month,Mailed check,5,1
CUST-01456,Female,1,25,48.98,1193.76,Month-to-month,Mailed check,3,1
CUST-01457,Female,0,18,91.77,1611.31,One year,Bank transfer,4,0
CUST-01458,Male,1,8,32.19,263.93,Month-to-month,Mailed check,2,0
CUST-01459,Female,0,26,65.94,1653.83,Two year,Electronic check,8,0
CUST-01460,Male,0,12,104.88,1328.41,One year,Bank transfer,5,0
CUST-01461,Male,0,23,111.38,2621.05,One year,Electronic check,6,1
CUST-01462,Male,0,63,84.54,5416.17,Month-to-month,Bank transfer,3,0
CUST-01463,Male,0,60,103.0,5702.54,Two year,Electronic check,6,0
CUST-01464,Male,0,10,88.38,863.93,Month-to-month,Credit card,8,1
CUST-01465,Male,0,32,87.16,2675.08,Month-to-month,Electronic check,8,0
CUST-01466,Female,0,45,88.01,4050.6,Month-to-month,Bank transfer,1,1
CUST-01467,Male,0,22,116.33,2512.27,Month-to-month,Credit card,7,1
CUST-01468,Male,0,47,34.95,1679.44,Two year,Credit card,3,0
CUST-01469,Female,1,57,27.97,1576.51,Two year,Electronic check,8,0
CUST-01470,Male,1,62,34.07,1952.31,Month-to-month,Bank transfer,1,0
CUST-01471,Female,0,58,39.6,2167.67,One year,Mailed check,4,0
CUST-01472,Female,0,60,24.16,1510.86,Two year,Bank transfer,3,0
CUST-01473,Male,0,43,71.73,3002.95,Month-to-month,Credit card,8,0
CUST-01474,Male,0,50,114.59,5384.29,Two year,Electronic check,5,0
CUST-01475,Female,0,60,114.23,6827.35,One year,Bank transfer,5,1
CUST-01476,Male,1,68,88.25,5612.91,Month-to-month,Mailed check,2,1
CUST-01477,Female,0,2,62.97,118.93,One year,Mailed check,4,0
CUST-01478,Male,0,61,28.78,1763.48,Two year,Bank transfer,1,0
CUST-01479,Male,1,60,69.19,4222.73,One year,Credit card,3,0
CUST-01480,Female,0,4,19.4,73.4,One year,Electronic check,5,0
CUST-01481,Female,1,30,111.92,3105.29,Two year,Electronic check,6,0
CUST-01482,Female,0,15,118.65,1873.18,One year,Credit card,6,0
CUST-01483,Male,0,60,88.16,5715.5,Month-to-month,Electronic check,6,1
CUST-01484,Male,0,64,111.8,7388.88,Two year,Electronic check,5,0
CUST-01485,Female,0,7,20.39,138.67,One year,Mailed check,6,1
CUST-01486,Female,0,59,110.19,6675.07,One year,Electronic check,5,0
CUST-01487,Female,1,10,37.53,374.12,One year,Bank transfer,7,0
CUST-01488,Male,0,30,58.08,1770.9,Month-to-month,Mailed check,5,1
CUST-01489,Male,0,23,105.64,2605.27,Month-to-month,Bank transfer,3,0
CUST-01490,Female,1,7,81.69,527.83,One year,Electronic check,2,0
CUST-01491,Male,0,35,51.18,1947.12,Two year,Mailed check,5,0
CUST-01492,Female,0,23,48.46,1068.53,Month-to-month,Mailed check,4,0
CUST-01493,Female,1,56,104.79,5926.21,Month-to-month,Electronic check,1,0
CUST-01494,Male,0,2,78.38,155.51,Two year,Electronic check,7,1
CUST-01495,Male,0,29,105.01,3081.3,Month-to-month,Mailed check,4,1
